station_id,station_name,latitude,longitude,pickup_count
6140.05,W 21 St & 6 Ave,40.741739689999996,-73.99415556000001,16789
6233.04,Pier 61 at Chelsea Piers,40.746872,-74.00820999999999,16681
5329.03,West St & Chambers St,40.71754834,-74.01322069000001,16329
5788.13,Lafayette St & E 8 St,40.73020660529953,-73.99102628231049,14563
6492.08,9 Ave & W 33 St,40.75256800000001,-73.996765,14468
6948.10,Broadway & W 58 St,40.76695317,-73.98169333000001,14385
6726.01,11 Ave & W 41 St,40.76030096,-73.99884222,14363
6912.01,7 Ave & Central Park South,40.76674055905949,-73.9790689945221,14155
6331.01,W 31 St & 7 Ave,40.74915599999999,-73.9916,13996
5905.12,Broadway & E 14 St,40.73454567000001,-73.99074142000002,13760
6459.07,W 30 St & 10 Ave,40.752694000000005,-74.00235300000001,13394
6197.08,E 33 St & 1 Ave,40.74322681432172,-73.97449783980846,13073
5905.14,University Pl & E 14 St,40.73481400000001,-73.992085,12919
5308.04,Metropolitan Ave & Bedford Ave,40.715348250000005,-73.96024116000001,12881
5492.05,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722504,12795
5980.10,E 17 St & Broadway,40.737005999999994,-73.99013399999998,12778
5374.01,Norfolk St & Broome St,40.7172274,-73.98802083999998,12733
6876.04,Central Park S & 6 Ave,40.76590936,-73.97634150999998,12672
6364.07,6 Ave & W 33 St,40.74901271,-73.98848394999999,12627
6765.01,12 Ave & W 40 St,40.76087502,-74.00277668,12425
6450.05,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,12350
6173.08,Broadway & W 25 St,40.74286877312111,-73.98918628692627,12318
6072.06,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,12072
5763.03,Carmine St & 6 Ave,40.73038599000001,-74.00214988,11910
6432.09,Park Ave & E 42 St,40.75187300000001,-73.97770600000001,11762
6602.03,W 41 St & 8 Ave,40.756405480000005,-73.9900262,11689
5779.11,Ave A & E 14 St,40.73031071000895,-73.98047178983688,11682
6289.06,Broadway & W 29 St,40.7462009,-73.98855723000001,11656
6098.10,Broadway & E 21 St,40.73988840858997,-73.98958593606949,11617
6526.05,8 Ave & W 38 St,40.75460999999999,-73.99177,11383
6039.06,Washington St & Gansevoort St,40.739323000000006,-74.00811900000001,11192
6822.09,1 Ave & E 68 St,40.765005249999994,-73.95818491,11189
6257.03,W 24 St & 7 Ave,40.744876340000005,-73.99529885,11160
5297.02,Vesey Pl & River Terrace,40.7153379,-74.01658354,11068
5880.02,W 4 St & 7 Ave S,40.73401143,-74.00293877,11039
6747.07,8 Ave & W 49 St,40.76171227910672,-73.98655101656914,11037
6756.01,W 43 St & 10 Ave,40.760094370000004,-73.99461843000002,10892
5303.08,Canal St & Rutgers St,40.71427487,-73.98990025,10837
5847.01,Christopher St & Greenwich St,40.732915530000014,-74.00711384,10798
6157.04,10 Ave & W 14 St,40.74198159994023,-74.00831580162048,10792
6839.15,Central Park S & Grand Army Plaza,40.764555,-73.97347300000001,10654
