station_id,station_name,n_test_observations,mean_actual_demand,mae,rmse,r2
6322.01,E 33 St & 5 Ave,150,9.173333356264651,3.3198151344565927,4.7627312401741735,0.7025098758999209
5788.15,4 Ave & E 12 St,150,11.100000082650258,3.3031756622504562,4.543761979524224,0.7054951293596402
5746.02,E 10 St & 2 Ave,150,10.113333393774301,3.3030228705272338,4.292166413619591,0.6407932407099594
7020.02,E 77 St & 1 Ave,150,9.32666664596242,3.3011248897064807,4.485201240728254,0.6594564026195257
6560.15,Broadway & W 38 St,150,8.806666646859428,3.2751314219634553,5.00430749709738,0.700283558244313
5779.10,E 14 St & 1 Ave,150,10.126666603801414,3.2740385974720416,4.382822980375883,0.583170820805216
6925.09,2 Ave & E 72 St,150,9.84666662249585,3.270319376969616,4.505446680988083,0.6682971521939848
6224.03,W 22 St & 8 Ave,150,9.43333337659864,3.267789223121183,4.5562405137038,0.5865133343987449
6717.06,9 Ave & W 45 St,150,10.73333327968441,3.2445507256511132,4.51460970899263,0.6246617482043808
4479.10,Schermerhorn St & Hoyt St,150,8.64000001166918,3.241145137212729,4.9351808767618826,0.5185645818649829
6986.07,Columbus Ave & W 59 St,150,9.319999998545494,3.2375610879316135,4.471866433531794,0.6176193687232086
6762.02,E 58 St & 3 Ave,150,9.006666600133043,3.199069124286938,4.976581518796505,0.6538107556311868
4199.12,Carlton Ave & Dean St,150,9.326666695150251,3.184659630990462,4.516239110385208,0.6332016658001607
6089.11,E 26 St & 3 Ave,150,9.526666730037341,3.17707433698319,4.444137260442519,0.560933651983339
6030.04,W 13 St & 7 Ave,150,9.966666654653475,3.1721571519062226,4.51430211355415,0.5979342958374637
5134.09,Broadway & Kent Ave,150,8.973333294288103,3.1643142070223265,4.485850785963321,0.6206046939562342
6884.03,W 56 St & 8 Ave,150,9.97333332258939,3.152502965203274,4.385822065928852,0.6819500430029437
6233.05,W 16 St & The High Line,150,8.946666637307668,3.142443764141593,4.672958504882831,0.6478573083476404
5914.08,Greenwich Ave & Charles St,150,8.746666633191017,3.0670849372200837,4.216274832923336,0.4972929210344893
6257.06,W 27 St & 7 Ave,150,11.420000008076164,3.052396047862872,4.3437712460219835,0.793601159242469
5379.09,Berry St & N 8 St,150,8.580000025250898,3.0444817379770797,4.157683666730519,0.7122314435116877
5666.04,Meserole Ave & Manhattan Ave,150,9.059999962261836,3.0355303131432927,4.253447382589065,0.5798112558392259
5863.07,E 15 St & 3 Ave,150,9.086666718765445,3.0038375289465935,4.049233476123424,0.6246197650611659
6824.07,W 47 St & 10 Ave,150,9.81333335542865,2.9849476862652984,4.048168631927194,0.6156000772211367
6464.09,E 44 St & Lexington Ave,150,9.253333316796365,2.9351205133576728,4.826051894496177,0.7108022672101489
5291.05,Graham Ave & Conselyea St,150,9.21333337529292,2.8077572089471374,3.87424152755271,0.6615957504005838
6190.08,9 Ave & W 18 St,150,8.726666628841931,2.725943746036584,4.0386537054829335,0.6278239376077093
6890.01,W 53 St & 10 Ave,150,7.560000007929069,2.6457672889850845,3.416343078032432,0.6258335124279983
